"","Unique_ID","Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp","songs.Genreall.music","songs.Genrealternativerock","songs.Genreambient","songs.Genreclassical","songs.Genrecountry","songs.Genredanceedm","songs.Genredeephouse","songs.Genredisco","songs.Genredrumbass","songs.Genredubstep","songs.Genreelectronic","songs.Genrefolksingersongwriter","songs.Genrehiphoprap","songs.Genreindie","songs.Genrelatin","songs.Genremetal","songs.Genrepop","songs.Genrerbsoul","songs.Genrereggaeton","songs.Genrerock","songs.Genretrap"
"9481",1103655,616,152172,3.49650756146648,640,2967,6342,11,10,2012,6,49,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9483",1060232,581,144139,4.76217393479776,4034,5683,21803,5,4,2018,15,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9490",81085,63,798171,5.64544689764324,2364,4832,175629,26,2,2015,19,31,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9492",473126,351,31814,4.04305126783455,203,2083,66412,17,1,2014,11,44,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9493",1139074,632,65850,5.40717177146012,2312,4685,61261,15,6,2015,7,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9496",532303,413,41928,4.29045944114839,7729,5374,66237,23,2,2013,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9503",452723,339,29684,5.52545293913178,253,3676,106971,6,9,2016,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9509",39100,42,277371,4.85203026391962,2264,4622,89886,17,4,2013,18,9,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9512",1143871,639,8781,3.40119738166216,3693,3739,143726,22,1,2018,9,47,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9515",1101699,613,13210,3.68887945411394,2463,2207,3515,2,12,2017,14,32,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9518",1322547,713,5893,5.47646355193151,3813,2076,87682,16,11,2017,13,49,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9522",452575,339,30069,5.8348107370626,614,3702,106971,24,11,2017,16,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9523",621232,470,18874,5.01727983681492,7573,2118,9923,18,8,2016,22,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9526",38363,39,43579,3.85014760171006,391,3097,11891,12,6,2017,13,42,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9527",381175,306,17062,4.35670882668959,7611,1116,45656,20,8,2015,18,7,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9530",1362961,724,2934094,3.71357206670431,4728,552,206858,7,4,2017,4,53,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9531",568858,447,126394,3.25809653802148,5860,3071,134096,21,9,2014,22,27,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9532",517615,394,3286817,5.79909265446053,2493,4125,169648,18,2,2014,23,50,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9535",1403722,747,963426,6.30627528694802,8003,408,127475,24,6,2013,11,53,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9537",564840,437,288288,4.53259949315326,6944,627,151577,12,1,2018,17,54,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9545",1359245,717,29520,3.78418963391826,469,3662,10877,21,9,2018,14,16,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9547",1196810,645,13619,4.7361984483945,634,3689,67797,15,2,2019,13,51,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9549",1127707,626,526305,6.00635315960173,2364,3232,115962,31,1,2017,19,32,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9552",415032,321,393613,3.36729582998647,8750,5692,119563,13,8,2015,16,23,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9554",1466232,784,59138,4.52178857704904,618,5019,53681,23,5,2016,15,59,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9557",1059900,580,5678,4.39444915467244,2567,5709,91339,8,1,2019,16,36,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9564",251564,189,214919,5.07517381523383,7235,4204,23773,5,12,2018,18,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9566",79717,60,37070,3.71357206670431,845,2954,66162,19,4,2018,19,3,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9567",1486960,792,94250,4.12713438504509,470,1051,36505,13,4,2016,23,8,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9572",268317,206,87455,3.98898404656427,3916,2199,85070,30,1,2019,22,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9581",623322,472,549603,5.5834963087817,1134,2836,30459,28,6,2016,16,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9594",314176,263,119876,4.39444915467244,3417,5065,43105,17,11,2016,23,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9596",403389,312,60601,4.38202663467388,444,999,18055,14,12,2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9610",435023,326,15226109,6.36990098282823,1229,3839,571,15,4,2015,5,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9613",701901,511,144791,4.56434819146784,3437,5082,71832,20,8,2014,17,36,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9621",321621,266,164192,4.72738781871234,7782,822,100197,29,4,2017,17,46,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9622",51357,53,265558,4.17438726989564,4004,4311,21048,3,11,2018,16,48,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9626",97814,83,88321,3.58351893845611,760,4640,24429,4,2,2018,13,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9627",540053,414,7848,3.43398720448515,2434,3801,165268,15,9,2011,15,56,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9633",1432340,765,33966,3.87120101090789,141,2080,76211,26,10,2016,11,4,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9640",438084,328,96739,4.61512051684126,2066,4712,152245,21,12,2016,18,57,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9642",973068,558,61003,3.66356164612965,648,2181,103301,19,3,2016,23,5,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9644",405894,313,13535,4.38202663467388,828,2264,19163,21,2,2019,3,59,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9648",433421,325,13919,3.09104245335832,4941,5651,23043,6,8,2018,7,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9650",312235,254,420241,5.86078622346587,1225,2520,86579,24,2,2017,17,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9667",325577,198,82350,3.09104245335832,1749,1115,3792,29,1,2018,21,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9668",383980,311,166484,5.05624580534831,5023,5613,58988,21,7,2016,19,2,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9672",1486925,792,89954,4.27666611901606,878,1141,36505,16,4,2018,13,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9674",530977,410,189219,4.11087386417331,5410,225,9568,22,2,2017,18,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9678",138380,132,101900,3.87120101090789,1847,3063,20865,10,3,2017,16,54,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9690",510417,390,31953,4.78749174278205,2826,5046,21629,20,2,2019,17,49,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9694",175475,171,28148,4.27666611901606,39,2103,143743,6,4,2016,13,22,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9697",483545,355,16622,3.52636052461616,6876,4731,23883,12,6,2017,16,23,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9707",973167,558,47461,3.25809653802148,157,1071,103301,27,9,2015,18,45,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9709",40543,43,23155,3.58351893845611,97,1187,7558,25,9,2018,9,35,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9715",337784,277,15498,5.37063802812766,8314,2245,11675,2,4,2018,23,53,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9718",1465336,783,358124,3.52636052461616,946,3049,13000,19,8,2015,11,46,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9721",383975,311,98982,5.06890420222023,3182,4623,58988,3,8,2016,19,30,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9722",962041,240,7095,3.36729582998647,1215,2248,3939,24,9,2017,11,17,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9723",1286221,697,222655,4.99721227376411,5105,199,15334,27,9,2016,17,9,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9732",1371310,732,40942,4.33073334028633,26,1162,75379,20,11,2013,2,54,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9735",1371295,732,78629,3.13549421592915,1468,3046,75379,27,11,2015,23,18,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9746",280299,217,183304,4.93447393313069,6133,3766,27757,3,12,2018,21,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9751",1061061,582,19902,3.3322045101752,3610,1082,48781,22,7,2015,4,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9753",151059,193,3352,5.8805329864007,5786,3670,2906,24,10,2018,7,8,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9755",1521173,773,192964,4.29045944114839,5131,5101,13106,30,8,2018,15,54,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9759",350652,283,52831,3.80666248977032,7704,5074,14716,10,3,2015,5,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9762",347812,280,8821,3.73766961828337,4835,5398,2621,11,10,2017,15,35,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9763",258376,200,38158,3.68887945411394,9147,2123,72214,13,10,2014,14,28,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9765",14277,208,97634,3.09104245335832,388,5627,131670,8,3,2015,0,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9766",913548,532,103442,4.30406509320417,2769,4202,76896,7,9,2018,4,9,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9768",691739,505,97080,4.85981240436167,2672,4303,70837,16,4,2014,12,42,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9771",684977,503,692562,3.25809653802148,1258,4302,88995,20,9,2017,21,32,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9781",1383994,66,69005,3.09104245335832,9145,1138,6152,19,4,2014,7,26,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9782",1457100,770,155442,3.29583686600433,4406,3656,114040,5,10,2018,15,31,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9784",540016,414,80054,5.55682806169954,2129,1188,165268,7,9,2012,9,39,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9786",972778,558,16615,3.49650756146648,3797,2997,103301,30,3,2018,20,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9791",108446,98,9081,3.78418963391826,104,2119,74245,9,2,2019,4,15,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9795",406047,315,279633,3.98898404656427,8275,702,204998,26,10,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9800",1542690,837,2184393,6.31716468674728,4881,881,180045,14,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9811",1322947,713,12272,3.17805383034795,5946,1071,87682,6,1,2017,9,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9819",352329,288,56965,4.31748811353631,3208,4304,38674,12,9,2018,17,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9826",1432606,765,17102,4.31748811353631,5809,1076,76211,28,1,2015,21,26,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9827",1143732,639,4931,3.09104245335832,3809,4197,143726,5,2,2019,13,46,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9834",1187870,642,441220,3.13549421592915,5330,2240,93515,4,9,2015,0,53,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9838",1139895,296,1664470,4.67282883446191,1084,513,16641,24,1,2019,2,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9847",564846,437,215149,4.55387689160054,7531,743,151577,18,7,2017,17,15,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9850",287745,236,15050,4.98360662170834,8501,2144,57080,25,3,2018,16,18,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9851",1428223,764,18401,3.61091791264422,2632,4731,201030,3,4,2013,16,45,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9852",684189,501,22723,4.44265125649032,7725,1069,36437,21,12,2015,15,46,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9864",547532,415,103649,4.18965474202643,6233,5679,56900,25,5,2018,19,21,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9870",1531929,817,368276,4.89783979995091,1093,790,146569,26,2,2016,16,58,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9874",1506368,803,85817,3.36729582998647,1446,2958,37103,19,5,2016,15,2,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9875",403399,312,6908,3.73766961828337,2448,3709,18055,13,12,2018,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9876",511337,391,121326,3.89182029811063,613,2084,66749,27,3,2012,10,7,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9877",1085840,606,25974,4.64439089914137,280,1142,2438,13,12,2018,7,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9881",220932,178,612980,5.5683445037611,2392,2533,141507,23,10,2017,16,50,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9890",97863,83,112381,3.63758615972639,592,5012,24429,31,7,2016,8,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9900",335434,244,92959,3.78418963391826,909,4312,20195,9,10,2018,2,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9906",1399930,739,5775668,6.18620862390049,8326,5572,165467,14,10,2014,18,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9909",953533,548,216426,5.64544689764324,2289,2139,2258,19,8,2017,16,49,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9910",561710,431,1755361,4.26267987704132,2429,4677,10941,29,1,2018,9,51,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9912",106040,95,113893,4.20469261939097,4545,5031,116794,2,3,2018,18,38,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9925",164832,161,76431,4.0943445622221,1493,3692,62055,25,3,2016,21,23,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9928",2081,6,388137,5.94803498918065,1039,837,113667,27,11,2018,18,13,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9940",142118,135,15048,4.29045944114839,4943,1119,47142,5,9,2013,12,51,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9941",1548599,833,133625,4.06044301054642,6398,98,82016,15,12,2017,16,1,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9944",1314605,698,18814,3.55534806148941,1292,5110,69665,8,4,2010,21,43,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9946",452571,339,36841,5.72031177660741,561,3724,106971,2,12,2017,16,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9955",1419333,760,68269,3.58351893845611,943,2955,142334,23,11,2018,15,43,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9958",1322740,713,8689,5.3890717298165,4974,1183,87682,31,7,2017,9,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9960",236986,183,33985,3.25809653802148,6835,4225,66249,28,1,2018,20,47,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9961",312253,254,326998,5.70044357339069,6450,506,86579,1,10,2013,23,14,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9963",1007002,565,40454,4.69134788222914,266,1124,49537,19,9,2018,15,1,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9964",175658,171,24626,4.20469261939097,6802,1022,143743,17,12,2014,11,30,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9965",141960,135,25991,4.43081679884331,141,2120,47142,10,4,2018,0,45,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9970",1114540,623,28256,5.51342874616498,1369,3120,142456,6,10,2017,14,41,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9974",142003,135,30017,4.63472898822964,258,2957,47142,16,1,2017,20,16,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9975",1062889,583,2436626,3.25809653802148,9188,5026,5297,7,6,2017,14,58,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9976",463848,628,210476,5.39816270151775,4643,1386,195064,16,6,2014,7,23,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9980",568783,447,95631,3.71357206670431,129,5362,134096,12,12,2015,0,58,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9993",1380620,735,175190,4.93447393313069,5696,41,83052,3,3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9999",294753,247,25011,4.15888308335967,56,1185,52808,25,5,2016,8,57,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"10007",568784,447,109376,3.58351893845611,348,5049,134096,12,12,2015,0,58,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10015",42017,46,65673,5.31320597904179,1838,3724,196619,17,5,2018,16,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10017",314667,264,26925,3.8286413964891,8458,2222,28981,25,7,2016,14,41,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10020",1383985,66,148594,3.2188758248682,2861,1069,6152,15,11,2018,16,51,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10023",220786,178,20561,4.20469261939097,2645,4634,141507,21,2,2019,19,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10026",1432389,765,18770,3.17805383034795,3629,4998,76211,28,6,2016,13,39,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10040",661978,495,44374,3.71357206670431,613,2203,81613,9,6,2016,14,54,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10048",92344,78,52444,4.00733318523247,722,2159,157004,14,2,2018,15,59,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10050",276132,226,39416,3.63758615972639,402,2257,59849,19,9,2017,17,35,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10051",242073,202,4781,4.96284463025991,2357,1097,6084,15,7,2018,15,34,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10056",1458669,215,6326,6.24027584517077,8336,4302,19600,9,2,2019,1,5,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10058",907823,531,12904,3.87120101090789,2534,2268,155645,21,5,2012,23,31,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10062",517617,394,150176,3.3322045101752,362,2953,169648,16,9,2013,2,46,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10066",463209,419,15290,4.27666611901606,7631,1008,29424,12,11,2018,16,31,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10067",92421,78,407057,4.02535169073515,1068,911,157004,30,6,2017,9,26,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10068",1020523,569,1663,3.98898404656427,1058,3769,95378,15,2,2019,10,22,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10069",336888,275,52015,4.57471097850338,250,2138,79397,17,6,2014,8,58,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10070",568714,447,163197,4.40671924726425,1416,2122,134096,29,11,2016,21,30,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10071",630219,484,71817,4.27666611901606,683,3079,176366,18,2,2013,16,56,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10080",548261,416,3190827,5.06259503302697,5986,665,102173,24,7,2017,20,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"10082",1127716,626,624931,5.8111409929767,2361,3208,115962,19,4,2015,22,40,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10095",1206883,647,203587,4.58496747867057,8180,692,120529,3,11,2017,16,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10098",251573,189,43710,3.09104245335832,284,1046,23773,4,9,2018,21,52,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"10101",141986,135,24681,4.21950770517611,9145,2097,47142,17,7,2017,18,54,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10102",1196863,645,77276,6.0282785202307,2201,5064,67797,16,2,2018,15,10,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10103",97911,83,271089,4.14313472639153,3518,1101,24429,21,12,2014,11,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10104",509829,387,23259,3.58351893845611,130,1145,15046,19,12,2018,20,43,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10131",111196,105,82139,3.40119738166216,1634,3029,113060,13,9,2016,13,50,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10134",694815,509,358050,5.99396142730657,1850,5318,123501,12,9,2016,10,59,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10135",1432562,765,46497,3.36729582998647,316,1207,76211,4,5,2015,20,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10136",438095,328,81545,4.76217393479776,1592,3746,152245,2,11,2016,17,11,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10145",145218,139,370265,5.23110861685459,6507,217,118741,19,8,2013,19,3,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10148",1320692,706,33189,3.63758615972639,94,2106,11868,7,6,2018,13,17,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10150",1270128,677,39416,3.87120101090789,586,2102,25108,13,10,2016,19,37,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"10162",566823,440,217715,5.73009978297357,5246,5383,36043,4,10,2015,14,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10163",1196881,645,40136,6.07304453410041,1396,4657,67797,9,9,2017,3,47,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10164",621164,470,35235,4.64439089914137,333,2246,9923,26,10,2018,14,18,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10176",1528456,159,291626,3.29583686600433,8193,5068,150319,6,7,2018,4,14,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10178",105731,94,60248,4.56434819146784,1567,3701,11057,29,1,2018,16,24,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10180",1524723,810,2570,3.17805383034795,2618,5074,86266,22,2,2019,18,43,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
