"","Unique_ID","Name","Genre","Song_Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp"
"5496",1079499,"Plasmapool","danceedm","Joe Garston - Instant Dream",9689,3.17805383034795,2350,3784,13007,3,11,2013,18,19,35
"5500",1173750,"RetroSpecter","electronic","Team Fortress 2 Remix - Archimedes",22848,3.25809653802148,6782,2248,13297,18,5,2018,22,0,2
"5504",652459,"↪ DJ JUNINHO 22","all-music","MC JUNINHO 22 - É O SAFADÃO DO BIGODINHO (( DJ'S JUNINHO 22 , DENILSON DO CHP & BRUNO DA COLOMBIA ))",563580,4.21950770517611,1318,4321,32324,27,11,2018,0,39,54
"5507",1361063,"Tasty","electronic","Define Light - Moments",124443,3.87120101090789,1490,2197,192373,10,8,2015,18,32,27
"5511",289824,"Drop It Network","danceedm","Astomi & L-A - Rampage [DROP IT NETWORK EXCLUSIVE]",146757,5.35185813347607,5698,742,82415,18,9,2017,17,15,34
"5512",141935,"Complexion","electronic","The Future Beats Show 198",15920,4.18965474202643,7746,1170,47142,2,1,2019,1,37,3
"5521",1321506,"SWATTREX","danceedm","300 - swattrex & vishar { No Copyright Music } ( free download)",11447,5.49306144334055,2536,1052,2978,23,7,2018,18,36,51
"5526",704286,"Minh Quang","danceedm","Hoài Lâm - Nỗi Nhớ Mang Tên Mình - MQ Rmx Full",6242,6.01615715969835,5903,3691,8239,14,6,2018,23,15,44
"5529",1360067,"T-Mass","trap","Major Lazer & DJ Snake - Lean On (ft. MØ) (T-Mass Remix)",4118948,6.44413125670044,5935,5295,181298,30,3,2015,17,33,23
"5532",242026,"DJ MAGO FLOW - La Familia DJs Radio","latin","Jowell & Randy, Farruko - Sensual Inspiration - Intro - Outro - 92Bpm",1058,3.40119738166216,4773,2960,6084,28,7,2018,4,0,6
"5533",662073,"Masters of Hardcore","danceedm","Official Masters Of Hardcore Podcast by Destructive Tendencies 033",39816,3.04452243772342,677,2957,81613,31,12,2015,15,57,28
"5535",142093,"Complexion","electronic","Suteki",123448,5.48479693349065,4089,284,47142,9,2,2014,18,14,39
"5537",294830,"EATBRAIN","drumbass","Billain & Kodin - Feed For Speed (Eatbrain019)",65055,4.88280192258637,1711,3098,52808,2,9,2015,11,27,11
"5540",1114445,"Quartzo Records","danceedm","Mountblaq x Bass & Beard x Vino - Tarzan",29929,5.78996017089725,1624,3718,142456,25,7,2018,16,30,4
"5550",31713,"Afterlife","electronic","Afterlife Voyage 005 by Woo York",132250,6.02344759296103,6556,475,62307,20,9,2017,11,48,17
"5551",681085,"Maxximize On Air","danceedm","Maxximize On Air Mixed By Blasterjaxx Show 080",8223,3.43398720448515,2587,5062,22248,21,12,2015,18,42,6
"5552",414851,"Hardstyle","danceedm","Headhunterz - Muzical Revolution",61695,3.13549421592915,609,2205,119563,11,2,2016,17,45,20
"5556",1428114,"Tritonal","danceedm","Tritonia 077",42773,3.61091791264422,114,2262,201030,22,12,2014,14,34,50
"5562",1499438,"Wakaan","dubstep","Freddy Todd - Digitally Sizzlin Feat. kLL sMTH",56352,4.35670882668959,3509,4688,53398,15,8,2018,16,45,41
"5563",212646,"Dirty Workz","danceedm","Bioweapon - The Lost Empire (Emporium 2016 Anthem) [Audiophetamine]",26096,3.04452243772342,7663,1163,29446,19,5,2016,16,0,39
"5569",563994,"Lacuna","pop","One Of Six - Dance for Me",13694,3.68887945411394,6879,1206,19544,8,2,2019,14,29,25
"5570",1142317,"REESE","danceedm","Marshmello Ft. Bastille - Happier (REESE Remix) [BUY = FREE DOWNLOAD]",36496,6.20657592672493,224,3765,6735,10,10,2018,15,42,47
"5575",249449,"Dj Aladdin","danceedm","Kala Chashma - Baar Baar Dekho - Aladdin Dhol Refix - Like the track? Click the [↻ Repost]",17992,4.02535169073515,2555,5386,2141,10,8,2016,23,20,46
"5577",962006,"DXY","danceedm","CHIẾC ĐÈN ÔNG SAO - DXY REMIX",64569,5.2257466737132,824,3797,3939,20,9,2018,6,4,10
"5579",257196,"DJ GUI MARQUES","rbsoul","MC FOCA Part MC GW - SEXO SEM PARAR - DJ GUI MARQUES",74874,3.46573590279973,463,1077,47883,18,2,2019,21,54,11
"5581",247417,"DJ TiLô","danceedm","Mixtape - My Style My Name Vol 11 - TILO MIX ( GAIA LOUNGE HN GIFT )",252172,5.07517381523383,7886,4267,59027,10,11,2018,9,39,2
"5590",1483759,"Valentino Khan","danceedm","Valentino Khan - Bob Duato (Original Mix)",31142,4.15888308335967,5997,4225,189321,17,5,2012,3,25,45
"5603",165641,"Deadbeats","dubstep","#083 Deadbeats Radio With Zeds Dead // LICK Guestmix",33734,3.78418963391826,810,2264,38769,28,1,2019,15,0,13
"5605",477972,"Jacob","electronic","Jacob - Babylonian * OUT NOW!!",64910,4.35670882668959,1635,2259,34837,16,3,2016,19,47,16
"5606",1499567,"Wakaan","dubstep","Zebbler Encanti Experience & Halfred - Grade A",91268,4.20469261939097,3111,4686,53398,1,9,2016,17,40,33
"5607",123828,"Captain Hook","electronic","Captain Hook @ Ozora Festival 2017",238999,5.14166355650266,8972,173,161447,23,9,2017,10,6,37
"5609",1568459,"Zimmer","electronic","Pompeya - Power (Zimmer Remix)",446054,5.27299955856375,5555,5370,88927,22,10,2012,12,10,38
"5616",235055,"DIVINE ✨","electronic","Virtual Self - Particle Arts (Divine Remix)",18276,4.47733681447821,337,2259,19329,12,2,2019,17,33,36
"5619",145167,"Coone","danceedm","Coone - Love For The Game (Radio Edit)",186240,4.02535169073515,4402,5383,118741,4,11,2015,15,5,41
"5622",494027,"JEFF?!","danceedm","JEFF?! - Birthday Bash 2018 (FULL SET)",11692,3.52636052461616,5882,5049,6970,7,5,2018,7,8,41
"5623",1405429,"lil tracy","all-music","lil tracy - demons(prod. marvy ayy)",1793944,5.6970934865054,3760,2547,190105,17,11,2017,0,44,2
"5627",33452,"Akari","danceedm","Mako - Way Back Home (Akari Remix)",104506,4.17438726989564,3465,5427,5588,3,10,2018,16,55,22
"5628",1144059,"Resident Advisor","ambient","RA.534 Mix Mup",7407,3.40119738166216,3775,4239,143726,22,8,2016,10,27,12
"5629",913594,"Moving Castle","electronic","Astre - Shades feat. Kevin Blu",365792,4.17438726989564,6121,54,76896,6,3,2017,17,56,30
"5631",1059915,"Olly James","danceedm","Olly James - Sauce",24880,5.54517744447956,9203,3013,91339,24,3,2018,15,41,19
"5635",1428170,"Tritonal","danceedm","Tritonia 035",55167,4.45434729625351,155,3664,201030,8,1,2014,18,39,13
"5639",92629,"Barong Family","danceedm","Yung Felix Ft. Spacekees - Money Grabber [Available August 25]",483862,4.94875989037817,8917,1812,157004,23,7,2014,12,29,5
"5643",621231,"Liquid Ritual","electronic","Liquid Ritual w/ Skit & Mook- 19th September 2016 (Free Download)",15519,4.97673374242057,5829,1144,9923,20,9,2016,22,18,22
"5645",134339,"Cigarettes After Sex","indie","Neon Moon",105976,3.91202300542815,3965,4651,95733,17,12,2018,0,0,5
"5646",101578,"Big Wild","electronic","109 (Instrumental)",71110,4.27666611901606,749,3675,94100,7,2,2014,17,43,20
"5657",287679,"Drop Central 💧","electronic","Woofer - Night Machine",14387,4.39444915467244,7591,1188,57080,28,1,2019,16,47,45
"5662",1113385,"Quando Rondo","all-music","Bacc To The Basics",6441314,6.13988455222626,1057,1804,93911,24,9,2018,5,7,18
"5663",1359803,"Synthion","electronic","Submerge (feat. Fokushi)",30002,4.39444915467244,38,1123,13478,18,12,2017,12,30,25
"5668",1113380,"Quando Rondo","all-music","It Ain't Easy",1096918,4.18965474202643,1227,3065,93911,24,9,2018,5,7,28
"5672",556753,"Kwiin Ponira","rock","Kopwe Jok Sinei",134557,4.77068462446567,670,3659,3623,26,8,2012,11,13,22
"5673",1543032,"Yheti","electronic","Sayer - Glossolalia (Yheti Remix)",32349,3.71357206670431,149,2078,52573,24,6,2015,19,11,47
"5683",499478,"Johnny singer 81","all-music","حرب شاملة - جوني",55624,3.3322045101752,6920,2080,23501,1,10,2012,20,36,32
"5711",294557,"EATBRAIN","drumbass","Mizo - Coliseum (EatbrainLP007)",21353,3.25809653802148,91,1209,52808,1,3,2018,11,37,5
"5715",1095091,"Portal do Rap","rock","Tribo da Periferia - Nem Foi Combinado ♪♫",967958,3.25809653802148,1225,2263,15144,5,9,2017,18,13,42
"5719",220821,"Disciple ♛ ♜ ♞","dubstep","Oolacile - Galorm [FREE DOWNLOAD]",61718,4.58496747867057,4089,5032,141507,17,9,2018,18,35,58
"5721",1113134,"PYRMDPLAZA","electronic","snowglobe",9676,3.29583686600433,6830,5627,56140,14,2,2019,21,46,19
"5727",283512,"Doctor_P","electronic","Krome and Time - The License (Doctor P Remix)",174916,5.70711026474888,5108,544,167902,16,1,2014,12,24,45
"5729",1548098,"Yoe Mase","electronic","Black Or White",38364,3.04452243772342,6784,5651,20822,17,5,2017,21,52,53
"5731",1531214,"WITNESS THIS","electronic","Soukie & Windish – Lima Colombo",15777,3.3322045101752,5973,5709,6112,4,12,2016,11,24,46
"5734",981842,"Nitti Gritti","electronic","Chicken Rollercoaster (Nitti Gritti Bootleg)",76584,3.76120011569356,4336,4673,47199,22,10,2018,16,40,24
"5748",1269416,"Sigala","danceedm","Sweet Lovin' ft. Bryn Christopher",5778048,6.0137151560428,1084,1113,48498,2,10,2015,15,20,20
"5754",1032543,"officialb2s","danceedm","back2school Megamix",21326,3.2188758248682,6856,5709,64073,21,12,2012,11,50,48
"5764",1371279,"The Funk Hunters","electronic","The Funk Hunters 2017 SHAMBHALA MIX",137132,4.82028156560504,6074,21,75379,24,11,2017,0,20,52
"5765",1086600,"plugged records.","danceedm","Paskal - Unlimited",6974,3.40119738166216,3639,5098,50720,31,7,2017,21,10,27
"5768",1403724,"Touliver","all-music","!llusion Love",226428,5.29831736654804,791,3660,127475,8,6,2013,8,51,22
"5771",1470660,"Deltarune OST","classical","Toby Fox - Deltarune - 13 Field Of Hopes and Dreams",140054,4.06044301054642,1549,4286,2306,2,11,2018,18,37,35
"5776",258434,"DJ Isaac","danceedm","Isaac - Bring The Club Down",22340,3.25809653802148,5837,5320,72214,5,8,2011,9,40,29
"5786",247418,"DJ TiLô","danceedm","RATTLE 3 IN 1 - TILO REWORK",15673,6.289715570909,9068,4247,59027,6,11,2018,19,31,22
"5787",1408898,"Trap House Latino","trap","Arcangel X Bad Bunny - Tu No Vive Asi",1251933,3.93182563272433,1069,3101,10123,1,10,2016,5,52,42
"5790",1431905,"trndmsk","deephouse","HAFT - Denic (Lukas Endhardt Acid Reflux)",10485,3.78418963391826,6803,1004,76211,1,11,2018,13,0,13
"5793",1018369,"Nora En Pure","electronic","Purified #035",43014,4.89034912822175,251,2126,174379,8,8,2016,8,37,15
"5796",1243237,"Scantraxx","danceedm","Jack Of Sound & N-Vitral - Who You're Fucking With (#UR006)",56941,3.3322045101752,949,3010,38858,2,8,2017,7,22,34
"5797",258440,"DJ Isaac","danceedm","Wildstylez & Isaac - Lost In Music",73373,3.36729582998647,387,2147,72214,18,10,2010,16,7,51
"5800",973177,"Ninety9Lives","danceedm","Jskee - I Am Pharaoh",41786,3.63758615972639,8334,5306,103301,9,9,2015,23,7,25
"5801",65645,"A'SOUNG","danceedm","A'SOUNG- In The End",43277,4.44265125649032,725,5710,1986,8,11,2018,7,8,46
"5803",174939,"DHA AM (Deep House London)","electronic","Maximalism - DHL Mix #235",8378,3.29583686600433,4739,5012,143743,12,10,2018,8,0,19
"5811",337752,"FESTIVAL TRAP","danceedm","Carnage Ft Sludge - El Diablo(BurmeseSmash Flip)",15636,5.13579843705026,8379,1211,11675,20,9,2018,12,37,11
"5812",100501,"BIG BANK CAMPAIGN","all-music","XXXTentacion - Shining Like The Northstar",125811,3.04452243772342,1948,1048,6786,2,2,2018,6,49,16
"5814",142017,"Complexion","electronic","The Future Beats Show 123",27509,4.18965474202643,25,2163,47142,22,8,2016,23,55,16
"5815",81701,"Aux London","deephouse","Whethan - Savage (NOTD Remix)",1302149,5.0998664278242,3624,4023,174650,7,4,2017,14,48,19
"5816",1322575,"Sweet Musique","deephouse","PREMIERE : Imperieux - Saudade [Atlant Recordings]",19710,3.43398720448515,8457,1123,87682,4,11,2017,11,24,29
"5822",321603,"EPHWURD","danceedm","Ephwurd presents Eph'd Up Radio #014",49074,3.29583686600433,878,3010,100197,4,12,2017,17,0,30
"5827",1243406,"Scantraxx","danceedm","Raxtor - Revelation (#SSL050)",48139,3.91202300542815,459,2125,38858,9,12,2015,9,22,32
"5830",5114,"4i20","electronic","4i20 - Out of date(Original Mix)",149796,4.96284463025991,1834,3112,101468,17,3,2014,0,16,27
"5842",564814,"Lane 8","electronic","Lane 8 Fall 2018 Mixtape",216055,6.3456363608286,1065,1382,151577,5,9,2018,17,48,6
"5847",1360977,"Tasty","electronic","Rhodz - Gimmick (Far Too Loud Remix)",82336,3.95124371858143,2142,4306,192373,12,2,2018,13,35,18
"5848",463737,"R3HAB - I NEED R3HAB","danceedm","R3HAB - I NEED R3HAB 203",78444,4.45434729625351,973,3102,195064,13,8,2016,12,29,18
"5852",413497,"HardEffectz","danceedm","Hard Effectz @ BKJN 15 Years (Liveset)",36606,3.71357206670431,910,2157,3539,23,9,2018,13,29,15
"5853",1548090,"Yoe Mase","electronic","Throw Me Away",58185,3.3322045101752,465,1184,20822,9,2,2018,15,38,17
"5856",337831,"FESTIVAL TRAP","danceedm","Nolan Mac x TYEGUYS - Time",59340,5.84932477994686,1810,5106,11675,25,9,2017,21,27,59
"5857",109777,"Break & Enter Society","electronic","Trias - Step Back",119207,5.43372200355424,2942,5609,44222,22,8,2017,20,0,14
"5862",1402380,"TOO KIND","electronic","POPCORN",9565,4.66343909411207,2534,1051,5511,14,11,2016,14,32,17
"5864",255786,"DJ DENILSON DO CHAPADÃO 🇪🇬","all-music","KARALHADA DO DJ DENILSON DO CHAPADÃO ( BEAT EMBRAZADO) KKK",52061,3.13549421592915,444,1048,25268,10,6,2018,0,56,9
"5866",247534,"DJ TiLô","danceedm","Nonstop - Vocal Deep ( dành riêng cho cuối cuộc chơi ) - Dj Tino Mix",103771,5.33753807970132,2284,3691,59027,11,8,2016,21,28,50
"5869",327004,"FACT","electronic","Vatican Shadow - 'More Of The Same'",43864,3.80666248977032,808,3042,147595,2,6,2016,18,3,8
"5873",258408,"DJ Isaac","danceedm","Isaac's Hardstyle Sessions #43 (March 2013)",30182,4.20469261939097,5934,1006,72214,3,3,2013,19,46,34
"5876",1432295,"trndmsk","deephouse","Innellea - Badai",40056,3.66356164612965,813,2258,76211,10,2,2017,14,54,23
"5879",105705,"bitbird radio","electronic","San Holo Presents: bitbird Radio #032 w/ GOSLO",13290,4.49980967033027,5951,1020,11057,28,1,2019,17,0,33
"5884",942430,"8D AUDIO","country","Alan Walker - Diamond Heart (8D AUDIO)",258249,3.76120011569356,5293,1045,33386,8,10,2018,20,36,20
"5885",1499376,"Wakaan","dubstep","Champagne Drip - Satellite feat. Len X [EDM Identity Premiere]",17219,3.29583686600433,294,1169,53398,1,2,2019,15,35,49
"5887",14436,"DJ R7","rbsoul","Montagem - Putarialiamento do Baile (DJR7)",82273,4.0943445622221,8389,1170,131670,7,6,2014,0,38,36
"5890",1085848,"pluffaduff","rock","Maybe I'll be Donkey Kong",26360,3.78418963391826,433,2237,2438,26,11,2018,22,50,19
"5893",1233273,"Rudeejay","danceedm","Rudeejay presents ""bella musica da ballo 17""",6283,4.02535169073515,7555,4748,57921,10,7,2013,12,21,16
"5896",682899,"Maxximize Records","danceedm","Olly James - CA$H {Preview} <Out on February 25th>",20756,3.73766961828337,6804,1029,49169,13,2,2019,12,27,43
"5900",1462821,"Ujico*/Snail's House","electronic","Adventure [Pixel Galaxy]",227794,4.12713438504509,3931,2970,134912,12,2,2017,14,37,3
"5907",456110,"Hyper Potions","danceedm","Time Trials Plus (feat. Jun Senoue)",62758,3.87120101090789,632,1126,31146,27,4,2018,14,18,4
"5912",109769,"Break & Enter Society","electronic","Trias - Sanctum",93964,5.27299955856375,1624,4236,44222,16,4,2018,16,59,55
"5919",145163,"Coone","danceedm","Global Dedication - Episode 11 #GD11 (This Is Coone X-Mas Special 2015) (Free Download)",34189,3.91202300542815,104,2084,118741,25,12,2015,11,19,42
"5928",629820,"MAC AYRES","pop","Get to You Again",189815,4.17438726989564,6390,5403,36027,26,7,2018,18,11,22
"5933",1144711,"Resident Advisor","ambient","RA Live - 2014.10.04 - Lo Shea, Hope Works, Sheffield",8940,3.49650756146648,2534,3088,143726,5,11,2014,10,52,12
"5934",1272527,"Sjammienators","danceedm","Sjammienators - Uptempo Is The Tempo Episode 15",45210,4.58496747867057,1777,3027,17356,3,10,2018,12,58,33
"5940",1322406,"Sweet Musique","deephouse","PREMIERE : Sander - Ale'l Vefa (Juan Remix)[Wildfang Records]",17529,3.13549421592915,7593,1057,87682,5,2,2018,10,42,5
"5944",630204,"Machinedrum","electronic","Body Language - Really Love (Machinedrum Remix)",95339,4.20469261939097,1854,3731,176366,23,9,2015,18,0,12
"5945",958544,"NESCAFÉ Basement","rock","Gorak Dhanda, NESCAFE Basement Season 4, Episode 4",1346535,5.46383180502561,2608,1920,63881,12,3,2016,21,4,4
"5946",256074,"DJ GABRIEL DO BOREL","all-music","PODCAST 007 DO BOREL [[ DJ GABRIEL DO BOREL ]] PART XAMÃ & BUDDY POKER",1086230,4.97673374242057,3651,343,73750,28,3,2018,23,5,33
"5947",1187864,"Rex Orange County","folksingersongwriter","BEST FRIEND",5814303,5.92157841964382,9195,4099,93515,25,1,2017,17,26,53
"5948",1321815,"Sweet Musique","deephouse","FREE DL : Local Natives - The Only Heirs (Ivory Light On Mix)",11490,5.8171111599632,8334,2954,87682,6,1,2019,11,24,59
"5951",294720,"EATBRAIN","drumbass","MachineCode - Skaro (Eatbrain LP005)",21016,3.04452243772342,9092,1167,52808,31,8,2016,7,37,9
"5957",257214,"DJ GUI MARQUES","rbsoul","MC GAROTO - CLIMA DAS QUEBRADAS - DJS GUI M@RQUES & DELUC@",157524,4.33073334028633,5208,3703,47883,30,10,2018,23,15,3
"5958",1485849,"Vedo TheSinger","rbsoul","August Alsina - No Love [Kissin On My Tattoos] (Cover)By: @VedoTheSinger",330979,3.2188758248682,4038,3044,41353,17,11,2014,18,57,3
"5962",1432545,"trndmsk","deephouse","trndmsk Podcast #36 - Sidney Charles",25812,3.49650756146648,6716,1027,76211,11,6,2015,14,15,22
"5964",1428189,"Tritonal","danceedm","Tritonia 023",23303,3.98898404656427,5837,1142,201030,18,9,2013,21,15,58
"5967",477003,"JACKAL","electronic","Feel It (feat. Anfa Rose)",746212,5.2040066870768,2402,3922,105639,11,4,2017,16,57,58
"5970",82229,"Avi8","danceedm","Avi8 - My Direction",54552,3.29583686600433,186,2143,5518,10,8,2017,16,53,14
"5980",24942,"AC Slater","electronic","Go Freek ""How Long"" (AC Slater Remix)",91107,3.87120101090789,2052,4630,113537,9,3,2015,19,43,15
"5982",100175,"Bhad Bhabie","rbsoul","Gucci Flip Flops (feat. Snoop Dogg & Plies) [Remix]",203484,5.17614973257383,6035,2976,138521,2,10,2018,17,1,28
"5983",221108,"Disciple ♛ ♜ ♞","dubstep","Tisoki & Boy Kid Cloud - What Are They",50801,3.91202300542815,1684,4190,141507,2,2,2016,17,58,33
"5987",491793,"jrmusic","electronic","Steven Universe - The Crystal Gems (chiptune)",823353,5.83188247728352,1066,5609,6396,6,11,2013,23,28,29
"5990",531251,"kLL sMTH","electronic","Kraddy - Heart Anthem (kLL sMTH Remix) FREE WAV",14700,4.18965474202643,2526,1105,22195,7,3,2012,20,49,32
"5998",1561102,"Yunizon","electronic","Saavan - Escape",458479,5.15329159449778,8964,981,26225,14,4,2016,16,38,36
"6000",272265,"R-Wan","danceedm","R-Wan - Festival Pack [FREE DOWNLOAD]",131691,5.34233425196481,6503,2867,22814,12,7,2016,9,40,34
"6003",381901,"G JONES","electronic","SOUNDTRACK TO THE MACHINE",61769,4.24849524204936,1573,3005,121113,26,10,2018,16,14,55
"6005",13901,"DJ R7","rbsoul","MC GW - Bonde Dos Envolvidos (DJ R7) Part. MC Rennan",117157,3.3322045101752,2251,2106,131670,30,6,2017,0,20,22
"6014",704287,"Minh Quang","danceedm","Bon Jovi - It My Life - Minh Quang Remix",7746,6.31354804627709,7723,4307,8239,6,6,2018,8,48,21
"6016",466516,"Inextremis","danceedm","Akari - Back Home",147869,4.68213122712422,5309,269,16673,1,9,2017,16,42,31
"6020",1483718,"Valentino Khan","danceedm","Rock It",184342,4.07753744390572,3229,5068,189321,22,7,2014,0,0,0
"6022",129676,"DjOverflow","danceedm","WhatupRG X DjOverflow - Wessside Funkytown Remix",5413,3.3322045101752,2362,2268,1425,29,5,2018,22,30,4
"6025",50449,"arael","electronic","lostwoods",42484,4.55387689160054,687,3024,11614,17,8,2016,20,30,18
"6034",499484,"Johnny singer 81","all-music","اضرب صحوبية - جوني و إيمان فؤاد",125137,4.21950770517611,2287,4702,23501,11,9,2012,22,52,40
"6041",1322525,"Sweet Musique","deephouse","FREE DL : Quatri - Into The Oblivion [Nie Wieder Schlafen]",31644,5.82600010738045,470,3095,87682,26,11,2017,10,15,26
"6042",242111,"DJ MAGO FLOW - La Familia DJs Radio","latin","KAT SANTANA - TE BOTE - LA RESPUESTA - Reggaeton - Intro - Outro - Extended",6209,3.8286413964891,9097,3088,6084,4,7,2018,22,38,27
"6045",691697,"Mefjus","electronic","Mefjus - Chaos Theory (Noisia Radio Rip)",56119,3.58351893845611,602,2141,70837,11,12,2015,15,19,38
"6060",1225832,"El Zorillio Tribalerio *Dj Zorra Mix*","latin","Cumbia Turra Mix 2014 #ZorraStyle#Daleshow",403679,3.29583686600433,4609,5055,20045,14,8,2014,3,24,9
"6063",472455,"mxrçh/pt.10","electronic","Russ - Pull The Trigger",394859,3.40119738166216,6557,1208,764,10,4,2018,10,14,41
